College Name,Contact no,Email,Website,Address
"S R S College of Engineering and Technology Salem Contact Number, Address & Location Map, Salem",+91-8148199999,principal812@gmail.com,http://www.srscet.com,"SRS College Of Engineering And Technology ,Affiliated to ANNA University of Technology, Coimbatore.Harur Main Road,Kuppanur, Salem - 636 122."
"Kshatriya College of Engineering Nizamabad Contact Number, Address & Location Map, Nizamabad",+91-8463-213499,kcea_engg@yahoo.com,http://www.kcea.ac.in,"Nh 16, Chepur, Armoor,Dist.Nizamabad 503224 TG, INDIA"
"FCET Ferozepur Contact Number, Address & Location Map, Ferozepur",fcetfzr@gmail.com,http://www.fgceducation.com,"Ferozepur-Moga G.T.Road, Ferozeshah, Ferozepur"
"VSB College of Engineering Technical Campus Coimbatore Contact Number, Address & Location Map, Coimbatore",+91-4259-302407,admission@vsbcetc.com,http://vsbcetc.com,NH-209Coimbatore-Pollachi main roadEalur PirivuSolavampalayam(po)Coimbatore – 642109Tamil NaduINDIA
"Mahatma Gandhi Labour Institute Contact Number, Address & Location Map, Ahmedabad",+91-079-40013700,infomgli@gmail.com,http://mgli.gujarat.gov.in,"Drive-in Road, Memnagar, Ahmedabad - 380 052."
"Pillai Institute of Information Technology, Engineering, Media Studies & Research Contact Number, Address & Location Map, Panvel",022 - 2748 1764,alegria@mes.ac.in,http://www.piit.ac.in,"Plot No. 10, Sector 16, New Panvel - 410 206,Maharashtra, India"
"Malwa Institute of Technology & Management Contact Number, Address & Location Map, Gwalior",0751-2820375,mitmgwl@rediffmail.com,http://malwagwalior.com,SikrodaBadoriNN-75Jhansi RoadGwalior  Madya Pradesh India
"Mansa Polytechnic College Contact Number, Address & Location Map, Bhilai",+91-7770816666,mansapolytechnic@gmail.com,http://www.mansapolytechnic.in,"Mansa Colleges Of EducationrnKohka Road Kurud,rnBHILAI rnChhattisgarh, India"
"MKECIT Ambedkar Nagar Contact Number, Address & Location Map, Ambedkar Nagar",0551 605 0038,director@mkecit.ac.in,http://www.mkecit.ac.in/,"State Highway 5, Ravepur Vhaudden Pur, Uttar Pradesh 224122"
"Manohar Memorial P.G. College Contact Number, Address & Location Map, Fatehabad",1667-220122,mmc1970ftbd@yahoo.co.in,http://www.mmcollegeonline.com,"Ratia Road,Fatehabad,Haryana,125050"
"St. Gregorios College of Engineering Kasaragod Contact Number, Address & Location Map, Kasaragod",0484 - 2311505,mail@sgcollege.org,http://sgcollege.org,"Devalokam, Perla, Kasargod. Dist. Kerala"
"Mata Raj Kaur Institute of Engineering & Technology Contact Number, Address & Location Map, Rewari",+91-9315244112,admin@mrk.ac.in,http://www.mrk.ac.in,"VPO- Saharanwas, Distt- Rewari 123401"
"MES Institute of Technology and Management Contact Number, Address & Location Map, Kollam",0474 - 2590700,info@mesitam.ac.in,http://www.mesitam.ac.in,"Chathannoor PO,Kollam District,Kerala - 691572,India"
"Mehsana Urban Institute of Biosciences Contact Number, Address & Location Map, Mehsana",2762-289170,principal.mubiob@ganpatuniversity.ac.in,http://www.mubiob.ac.in,"Ganpat Vidyanagar,Mehsana - 384012 Dist : Mehsana North Gujarat (INDIA)"
"MGM College of Food Technology Contact Number, Address & Location Map, Aurangabad",9270109112,mgmcft@themgmgroup.com,http://www.mgmcft.org/index.aspx,"Bhagyoday Nagar, Gut No.281, Gandheli Campus, Shiwanai - Chincholi Road, Gandheli, Aurangabad 431007, Maharashtra"
"MITCollege of Engineering & Management Contact Number, Address & Location Map, Hamirpur",91-1972-215234,mit_poly@yahoo.com,http://www.mitengg.com/,"MIT Bani, Tehsil: Barsar,  Distt. Hamirpur --174304 (H.P.)"
"Modugula Kalavathamma Institute of Technology for Women Contact Number, Address & Location Map, Kadapa",08565-251490,mkitrjpt@gmail.com,http://www.mkitwrjpt.com/index.asp,"New Boyanapally,Rajampet.Kadapa Dist,Andhra Pradesh."
"Moghal College of Engineering & Technology Hyderabad Contact Number, Address & Location Map, Hyderabad",+91 - 40 - 6570,http://moghalengineeringcollege.com/index.php,"30-5-1/5A, First Floor, KSF Heights, Road No. 1, Banjara Hills, Near Masab Tank, Hyderabad, Telangana, INDIA"
"Mohammadiya Institute of Engineering Contact Number, Address & Location Map, Armoor",08742 314888,mes_mim@yahoo.in,http://www.messar.ac.in/engg/about.htm,"Arempula, Khammam  (Dist) -507163, A.P."
"Nadar Saraswathi College of Engineering and Technology Theni Contact Number, Address & Location Map, Theni",04546-263900,principal@nscet.org,http://www.nscet.org/,"Post Box No:60, Annanji (P.O),Vadapudupatti, Theni-625531"
"NITS Hyderabad Contact Number, Address & Location Map, Hyderabad",91-8689-200099,nitsmlg_adm@rediffmail.com,http://www.nitsmiryalguda.ac.in,"Srinivasa Nagar(vill),V.T.Palem,Miryalguda -508207,Nalgonda Dist,A.P., India"
"N.P. Arts And Commerce College Contact Number, Address & Location Map, Junagadh",02871 236283,npcollegekeshod@gmail.com,http://npcollegekeshod.org,"T.B. Hospital Road, Keshod-362220. Dist.-Junagadh."
"DMCE Mumbai Contact Number, Address & Location Map, Mumbai","+91-022-27792854 , +91-022-27791662",principaldmce@yahoo.com,http://www.dmce.edu/,Plot No.-98Sector 3AiroliNavi Mumbai (Thane) 400 708 Maharashtra
"N.B. Navale Sinhgad College of Engineering Solapur Contact Number, Address & Location Map, Solapur",91-0217 2500595,principal.nbnsoce@spspm.org,http://www.spspm.org/NBNSolapur-2015/Home.html,"Off. Solapur University, Solapur  Kegaon, Solapur-Pune Highway Dist. Solapur, Pincode- 413255"
"Narayanadri Institute of Science and Technology Contact Number, Address & Location Map, Kadapa",08565- 200112,nist.rajampet@gmail.com,http://nistedu.in/,"Narayanadri Institute of Science and Technology Venkatapalli Road, Near Government Degree College,Rajampet, Kadapa , Pin - 516115,Andhra Pradesh, India."
"Nobel Institute of Management & Engineering Studies Contact Number, Address & Location Map, New Delhi",info@nimes.edu.in,http://www.nimes.edu.in/,"C-2/37,3rd Floor Sec 11 Rohini Near Rithala Metro Station, New Delhi, India 110085"
"NRI Institute of Technology (NRIT), Ranga Reddy Contact Number, Address & Location Map, Ranga Reddy","+91-91-77600031, +91-91-77600035, +91-91-77600038",office@nri.edu.in,http://www.nri.edu.in/,NRI Institute of TechnologyNear Gudur GateSrisailam HighwayKothur ( V )Kandukur (M)Rangareddy DistrictGreater Hyderabad – 501359
"OM Engineering College Contact Number, Address & Location Map, Junagadh","+91-8980054444, +91-8980074444, +91-8980904444",info@omeducation.edu.in,https://www.omeducation.edu.in/,"Junagadh-Bhesan Road,At-Chokli, Junagadh-362310 Gujarat, India."
"Punjabi University Regional Centre for Information Technology and Management Contact Number, Address & Location Map, Mohali","+91-172-5094196,+91-172-5094197,",purcitm@gmail.com,http://www.purcitm.ac.in,"Mohali, Phase-VII, (Residential Area), Mohali-160062"
"NMIET Pune Contact Number, Address & Location Map, Pune",02114-311833,nmiettalegaon@gmail.com,http://www.nmiet.edu.in,"Nutan Maharastra Institute of Engineering & Technology“Samarth Vidya Sankul”,Vishnupuri, Talegaon Dabhade – 410507,Pune, Maharashtra"
"Nuva College of Engineering & Technology Nagpur Contact Number, Address & Location Map, Nagpur",07118-661100,info@nuvaedu.com,http://www.nuvaedu.com,"Nuva College of Engineering & Technology,Nagpur Katol Highway Road, Khapri(Kothe),Tal.Kalmeshwar, Nagpur.Maharashtra."
"North India Institute of Technology Contact Number, Address & Location Map, Bijnor",niit.najibabad@gmail.com,http://niitgroup.ac.in,7th Km Bundki RoadNekpurDistrict- BijnorNajibabad - 246763
"Pace Institution of Technology & Sciences Contact Number, Address & Location Map, Prakasam",08592 278314,info@pace.ac.in,http://pace.ac.in/,NH-5Near Valluramma TempleOngolePrakasam DistrictAndhra PradeshIndia
"Paladugu Nagaiah Chowdary and Vijai Institute of Engineering and Technology Contact Number, Address & Location Map, Guntur",08641-258133,contact@pncv.com,http://www.pncviet.ac.in/,Repudi VillagePhirangipuram MandalGuntur District Pin:522529
"P.M.R. Engineering College Contact Number, Address & Location Map, Chennai",+91-44-31005111,admissions@pmrec.ac.in,http://www.pmrec.ac.in/,"Adayalampattu, Chennai – 600 095,Vanagaram, Next to Maduravoyil"
"Parijat College Contact Number, Address & Location Map, Indore",parijatcollege@yahoo.com,http://www.parijatcollege.com,"309, Solanki Nagar, Ring Road, Opp. Velocity Cinema , Indore M.P."
"Pravara Rural Engineering College Contact Number, Address & Location Map, Ahmednagar","02422 273539, +91-9960688943, +91-9960424247, +91-9423787338",admission@pravaraengg.org.in,http://www.pravaraengg.org.in/,"At Post Loni, Taluka: Rahata, District: Ahmednagar, Pin 413736"
"Prime College of Architecture & Planning Contact Number, Address & Location Map, Nagapattinam",04366   276177,primearch2010@gmail.com,http://www.primearch.in/,"Prime College of Architecture & Planning,Koohur Main Road,Kilvelur – 611 104,Nagapattinam (Dist), Tamil Nadu."
"Pratap Bahadur Post Graduate College Contact Number, Address & Location Map, Pratapgarh",91-5342-244180,pbpgcollege@rediffmail.com,http://www.pbpgcollege.org,"Pratapgarh City , Pratapgarh (UP) - 230002"
"Prayag Institute of Technology And Management Contact Number, Address & Location Map, Allahabad",+91-5333-232917,pitm740@gmail.com,http://www.pitma.org,"Bendo, Naini (Allahabad-Mirzapur Road),Allahabad-212301 (U.P.)"
"Chhotubhai Gopalbhai Patel Institute of Technology Contact Number, Address & Location Map, Surat",+91-2625-292339,director.cgpit@utu.ac.in,http://cgpit-bardoli.edu.in,"Chhotubhai Gopalbhai Patel Institute of Technology.Maliba Campus, Gopal Vidyanagar,Bardoli Mahuva Road, TARSADI,Dist: Surat - 394 350,Gujarat (INDIA)"
"Mahaveer Institute of Technology (MIT), Allahabad Contact Number, Address & Location Map, Allahabad",0532-210202,smctalld@gmail.com,http://mitallahabad.org,"NH-2, Allahabad-Varanasi,G.T. Road, Abusa, Sarai Inayat ,Allahabad, Uttar Pradesh-221505"
"RRIMT Lucknow Contact Number, Address & Location Map, Lucknow",9170088000,info@rrimt.ac.in,http://rrimt.ac.in/aboutus.htm,"NH-24, Bakshi Ka Talab, Sitapur Road, Lucknow-226201 (UP) India"
"RKCE Vijayawada Contact Number, Address & Location Map, Vijayawada",08659-282956,rkcevza@gmail.com,http://rkce.in/,"R K College of Engineering,Kethanakonda (V),Ibrahimpatnam (M),VIJAYAWADA - 521456"
"Renganayagi Varatharaj College of Engineering Virudhunagar Contact Number, Address & Location Map, Virudhunagar",04562   234567,rvce222@gmail.com,http://www.rvce.ac.in/,"SALVARPATTI, THAYILPATTI – VIA & POST, (6 kms from Sattur-NH7),SIVAKASI – TALUK,VIRUDHUNAGAR – DIST PIN : 626128"
"R.C. Patel Institute of Pharmaceutical Education & Research Contact Number, Address & Location Map, Dhule",(02563) 255189,registrar@rcpatelpharmacy.co.in,http://www.rcpatelpharmacy.co.in,"Karwand Naka, Shirpur, Maharashtra 425405"
"RGPM Bhopal Contact Number, Address & Location Map, Bhopal",0755- 2414635,Edu.rgpm@gmail.com,http://rgpm.org.in/,"Rajeev Gandhi Proudyogiki Mahavidyalaya, Salaiya via Danish Kunj, Near Kolar Road, Bhopal (M.P.)    PIN CODE- 462042"
"Radha Govind Institute of Technology Contact Number, Address & Location Map, Moradabad",05921-236200,info@radhagovindinstitute.com,http://www.radhagovindinstitute.com/,"8th Km. Bilari Road,Near Akroli Chowraha,Chanduasi- 202411 ,Distt. Moradabad (U.P.) INDIA"
"Rajiv Gandhi Institute of Petroleum Technology Contact Number, Address & Location Map, Bareilly",+91-535-2217427,registrar@rgipt.ac.in,http://www.rgipt.ac.in,"Rajiv Gandhi Institute of Petroleum TechnologyrnRatapur Chowk,rnRae Bareli-229316, (U.P.), India"
"Rajiv Gandhi College of Engineering, Research & Technology Chandrapur Contact Number, Address & Location Map, Chandrapur",07172 - 225168,principal@rcert.ac.in,http://www.rcert.ac.in,"Rajiv Gandhi College of Engineering, Research and Technology,Ballarpur Road, Babupeth,Chandrapur- 442 403 (Maharashtra)"
"Rajkunwar Bahuuddeshiya Sevabhavi Sanstha Contact Number, Address & Location Map, Jalna",02482   239097,rajkunwarcollege@gmail.com,http://www.rbssjalna.com/,"Near M.S.E.B DARGA ROAD,JALNA, Maharashtra-431203."
"RGCE Chennai Contact Number, Address & Location Map, Chennai",+91-92823 37921,principal@rgce.edu.in,http://rgce.edu.in,"Nemili, Sriperumbudur - 602 105, Chennai, Tamil Nadu, India"
"NMREC Hyderabad Contact Number, Address & Location Map, Hyderabad",08415-256001,info@nmrec.edu.in,http://www.nmrec.edu.in/,"Divyanagar, Kachivani Singaram  Near Narapally, at 16th KM on Warangal Highway 202, Ghatkesar Mandal, Ranga Reddy District- 500088. Andhra Pradesh, India."
"RCC Institute of Information Technology Contact Number, Address & Location Map, Kolkata",+91-9433893500,admission.rcciit@gmail.com,https://rcciit.org/,"Canal South Road, Beliaghata Kolkata - 700015, West Bengal, India"
"Sri Ramakrishna College of Engineering Perambalur Contact Number, Address & Location Map, Perambalur",admin@sriramakrishna.ac.in,http://www.sriramakrishna.ac.in/,"Sri Saradha Nagar,Perambalur - 621 113."
"ESEC Erode Contact Number, Address & Location Map, Erode",04294232701,sengunthar@erode-sengunthar.ac.in,http://www.erode-sengunthar.ac.in/,"Thudupathi, Perundurai, Erode – 638 057,Erode,TamilNadu,Phone: 04294232701"
"SJCE Chennai Contact Number, Address & Location Map, Chennai",+91-044 - 24500792,jprstjosephs@stjosephs.ac.in,http://stjosephs.ac.in/,Old Mamallapuram RoadSemmencherryChennai 600 119
"VIT Chennai Contact Number, Address & Location Map, Chennai",+91-44-30446309,info@velammaltrust.com,http://velammalitech.edu.in/,"VELAMMAL INSTITUTE OF TECHNOLOGY., Velammal Knowledge Park, Chennai - Kolkatta High Way, Panchetti, Thiruvallur District. Pincode - 601 204"
"MIST Indore Contact Number, Address & Location Map, Indore",01 731- 6777777,helpdesk@mistindore.com,http://www.mistindore.com,Village Limbodagari BehindSanwer RoadIndore Maharastra India
"Malabar Institute of Technology Contact Number, Address & Location Map, Kannur",04972855095,mit@anjarakandy.in,http://mitkannur.ac.in,"ANJARAKANDY (P.O),KANNUR-670 612, KERALA, INDIA."
"Manajiraje Bhosale Technical Campus Faculty Of Engineering Contact Number, Address & Location Map, Sangli",02342-661212,rbtc.islampur@gmail.com,http://www.mbtcampus.com/,"Islampur- Sangli Road,Urun-Islampur."
"MMCA Pune Contact Number, Address & Location Map, Pune",+91 20 2565 2689,mh10mmcoa@gmail.com,http://www.mmcapune.org,"Marathwada Mitra Mandal's College of Architecture,302/A, Deccan Gymkhana, Near Gokhale Insttute,Pune, Maharashtra 411004"
"MMCOE Pune Contact Number, Address & Location Map, Pune",+91-20-25473160,mmcoe@mmcoe.edu.in,http://www.mmcoe.edu.in,"Marathwada Mitra Mandal's College of Engineering,Sr.No. 18, Plot No. 5/3, CTS No.205,Behind Vandevi Temple,Karvenagar,Pune - 411052"
"Gangamai College of Engineering Contact Number, Address & Location Map, Dhule",02562- 243170,info@gangamaiengg.org,http://www.gangamaiengg.org/,"Gangamai College of Engineering, At Post Nagaon, Tal.& Dist. Dhule, Maharashtra State."
"Maratha Mandal Engineering College Contact Number, Address & Location Map, Srivalliputtr",0831-2416255,principal@mmec.ed,http://mmec.edu.in,Belagavikarnataka India
"MECS Hyderabad Contact Number, Address & Location Map, Hyderabad",91- 40-24072764,matrusri.principal@gmail.com,http://www.matrusri.edu.in/,"#16-1-486, Saidabad, Hyderabad, Telangana 500059"
"MCOERC Nashik Contact Number, Address & Location Map, Nashik",0253-2406600,varsha.patil@gmail.com,http://www.mcoerc.org,"Eklahare, Near Odhagaon Aurangabad Highway, Tal & Dist. Nashik (MS) 422105, India"
"Maulana Azad College of Arts, Science and Commerce Contact Number, Address & Location Map, Aurangabad",91 (0240) 23811,MACprincipal@gmail.com,http://maca.ac.in/,"Post Box No 27, Dr. Rafiq Zakaria Marg, Rauza Bagh, Aurangabad 431 001 Maharashtra, India."
"Rajiv Gandhi College of Engineering & Polytechnic Ahmednagar Contact Number, Address & Location Map, Ahmednagar",(02488) 282999,rajivgandhi.iot@gmail.com,http://rgcoe.org/,"Karjule Harya,Tal-Parner, Karjule Harya, Takali Dhokeshwar, Dist-Ahmednagar, Maharashtra 414304"
"MESCOE Pune Contact Number, Address & Location Map, Pune",020-26163831,principal@mescoepune.org,http://www.mescoepune.org,"19, Late Prin. V.K. Joag Path,Wadia College Campus, Pune u2013 411001."
"MEMS Balasore Contact Number, Address & Location Map, Balasore","+91-6782-256134, +91-6782-256911, +91-9776001836, +91-9437444960, +91-9040077041",mems.bls@gmail.com,http://mems.edu.in/,"Banaparia, Kuruda, N.H.-5, Balasore-756056, Odisha"
"Nanakchand Anglo Sanskrit College Contact Number, Address & Location Map, Meerut",0121-2642153,principal@nascollege.org,http://www.nascollege.org/,"Nanakchand Anglo Sanskrit College,Subhash Nagar, Meerut,Uttar Pradesh 250003"
"NETES Institute of Technology and Science Contact Number, Address & Location Map, Kamrup",3623-230773,nitsmirza@gmail.com,http://www.nitsmirza.ac.in/,Mirza - 781125Kamrup (Assam)India
"Institute of Design Environment and Architecture Contact Number, Address & Location Map, Nashik",91-253-2351033,ideanashik@gmail.com,http://idea.edu.in/,"Institute of Design Environment and Architecture,B-38, Trimbak Road, Satpur, Nashik, Maharashtra 422007, India"
"New Arts, Commerce & Science College (NACSC), Ahmednagar Contact Number, Address & Location Map, Ahmednagar",0241-2324024,nacasca@rediffmail.com,http://www.newartscollege.com/,"New Arts, Commerce & Science College,Ahmednagar - 414 001(M.S.)"
"Namdeorao Poreddiwar College of Engineering and Technology Gadchiroli Contact Number, Address & Location Map, Gadchiroli",(07132) 237861,principal.ncet@gmail.com,http://npcet.ac.in,"At Mouza Bodli, Dhanora Road, Tah and Distt.Gadchiroli (Maharashtra),Pincode: 442 605"
"Nimra Institute of Science and Technology (NIST) Krishna Contact Number, Address & Location Map, Krishna",+91-866 - 28819,nimracolleges@yahoo.com,http://www.nimra.in/nist/,"Jupudi Village, Ibrahimpatnam, Krishna Dt. Andhra Pradesh. PIN : 521 456."
"Brahma Valley College of Engineering and Research Institute Contact Number, Address & Location Map, Nashik","+(91)-(2594)-220202, 220066",princi.bvcoe@gmail.com,http://www.engineering.brahmavalley.com/,"Anjaneri, Trimbakeshwar Road, Nashik - 422 212, Maharashtra, India."
"Narnarayan Shastri Institute of Technology Contact Number, Address & Location Map, Ahmedabad",02718-233001,nsitgurukul@yahoo.com,http://www.nsitgurukul.com/,"At-jetalpur,Ta-Dascroi,Dist-Ahmedabad,Location JetalpurPlace DascroiDistrict Ahmedabad,Pin Code 382426"
"NIT Coimbatore Contact Number, Address & Location Map, Coimbatore",422 3222212,info@nitengg.com,http://www.nitengg.com/index.html,"M.G.R Nagar, L & T Bye-Pass, Madukkarai Market Road, Madukkarai, Coimbatore-641 105."
"Madhuben & Bhanubhai Patel Institute of Technology Contact Number, Address & Location Map, Anand",+91-2692-230823,principal@mbict.ac.in,http://www.mbit.edu.in,"P.O.Box No. 8, Beyond Vithal Udhyog Nagar, Dist. Anand, St. Gujarat, India."
"North Malabar Institute of Technology Contact Number, Address & Location Map, Kasaragod","91 467 2440024,",info@nmitkerala.ac.in,http://www.nmitkerala.ac.in/,"Post Box No: 79Kanhangad 671315Kasaragod District, Kerala."
"PLIT Buldhana Contact Number, Address & Location Map, Buldhana",principal_plit@rediffmail.com,http://www.plitms.org,"Chikhli Road, Buldana ,Maharastra ,India."
"Paramhansa Ramkrishna Maunibaba Shikshan Sanstha's Anuradha Engineering College Contact Number, Address & Location Map, Buldhana",243274,annprincipal55@gmail.com,http://www.aecc.ac.in,"Anuradha Engineering College,Anuradha Nagar, Sakegaon Road, Chikhli,Tq:- Chikhli Dist:- Buldhana State:- Maharashtra,Pin Code:- 443201"
"Parthivi College of Engineering & Management Bhilai Contact Number, Address & Location Map, Bhilai",0788-2280410,mail@parthivicollege.com,http://www.parthivicollege.com/home.php,"Parthivi College of Engineering & Management,SIRSAKALA (Ward 33), Bhilai -490021,Chhattisgarh, India."
"Pannai College of Engineering and Technology Sivaganga Contact Number, Address & Location Map, Sivaganga",+91-4575-241411,pannaicollege@gmail.com,http://www.pannaicet.org,"Manamadurai main Road, Sivagangi, Tamil Nadu India."
"Padmashri Dr.V.B.Kolte College of Engineering Buldhana Contact Number, Address & Location Map, Buldhana",(07267) - 22670,coemalkapur@rediffmail.com,http://coemalkapur.ac.in,"Muktainagar Road, Malkapur Dist. Buldana Malkapur- 44310,Maharashtra."
"PEC Kanpur Contact Number, Address & Location Map, Kanpur",info@prabhatengg.co.in,http://prabhatengg.co.in,"N.H.-2 Rania , Near Bara tolltax, Kanpur Dehat-209304(U.P.)"
"PSCMRCET Vijayawada Contact Number, Address & Location Map, Vijayawada",0866-6461777,psrcmrce_vja@yahoo.com,http://pscmr.ac.in/,"7-3-6/1, Raghavareddy Street, Kothapeta, Vijayawada-01, Andhra Pradesh, India."
"Prahar School of Architecture Contact Number, Address & Location Map, Coimbatore",+91 422-2440011,http://psa.ac.in,"11/4, 4th Cross, Bharathi Park Road, Sai Baba Colony, Coimbatore-641011."
"P.T.R. College of Engineering & Technology Madurai Contact Number, Address & Location Map, Madurai",0452-2489001,principal.ptrcet@gmail.com,http://www.ptrengg.com/,"P.T.R. College of Engineering & Technology,Thangapandiyan Nagar, Austinpatti (P.O), Madurai - 625 008, Tamil Nadu, India."
"Anurag Group of Institutions (AGI), Hyderabad Contact Number, Address & Location Map, Hyderabad",+91-8415-255309,info@cvsr.ac.in,http://www.cvsr.ac.in/,Venkatapur (V)Ghatkesar (M) Ranga Reddy (Dist.)TelanganaIndia.
"Radiant Institute of Engineering and Technology Contact Number, Address & Location Map, Abohar",01634-234970,contact@rietabh.ac.in,http://www.rietabh.ac.in/,"OPP BSF Camp, HANUMANGA--RH ROAD, ABOHAR (152116)"
"RVS Padhmavathy College of Engineering & Technology Tiruvallur Contact Number, Address & Location Map, Tiruvallur",044  37906060,info@rvschennai.com,http://www.rvschennai.com/,"Kavarapettai – Sathyavedu State Highway,No:13, Sethilpakkam Village, Roshanagaram Post, Madharpakkam Via, Gummidipoondi Taluk, Thiruvallur District - 601 202, Tamilnadu. India."
"RAAK College of Engineering and Technology Puducherry Contact Number, Address & Location Map, Puducherry",0413-2667042,raakengg@gmail.com,http://www.raakengg.com/,"No.1, Muthupillai Palayam Road, Sulthanpet Post, Puducherry-605110, (Near Arumparthapuram Railway Gate), Puducherry, India"
"RVS Polytechnic College Contact Number, Address & Location Map, Coimbatore",0422-2681123,rvs_sulur@yahoo.co.in,http://www.rvsptc.ac.in/,"Kannampalayam, Sulur, Coimbatore - 641 402, Tamil Nadu"
"Rajarambapu College of Sugar Technology Contact Number, Address & Location Map, Sangli",02342222961,rcstcollege2010@gmail.com,http://www.sugartechnology.in/,"Rajarambapu college of sugar technology Islampur.  Islampur-BaheRoad,NavinBahe Naka Islampur, Pin code-415409.Tal-Walwa,Dist-Sangli"
"Rajiv Gandhi College of Food Technology Contact Number, Address & Location Map, Parbhani",02452-228447,rajivgandhipbn@yahoo.com,http://www.rgcft.org/,"Rajiv Gandhi College of Food Technology,Krishi Vigyan Kendra (KVK),Jintur Road,  Parbhani - 431401.Maharashtra INDIA"
"JIS College of Engineering Contact Number, Address & Location Map, Nadia",+91-?3325808640,info.jiscollege@jisgroup.org,https://www.jiscollege.ac.in/,"Barrackpore - Kalyani Expy, Block A5, Block A, Kalyani, West Bengal"
"Alpha College of Engineering (ACE), Bangalore Contact Number, Address & Location Map, Bengaluru",08028445218,alphacollege.engineering@gmail.com,http://www.alphace.ac.in/,"Alpha College of Engineering,30/2, Kannur Post, Hannur-Bagalur Road,Bengaluru, Karnataka 560077"
"Jeppiaar Engineering College Contact Number, Address & Location Map, Chennai",+91-044-24502818,admin@jeppiaarcollege.org,http://jeppiaarcollege.org/jeppiaar/,"Old Mamallapuram Road, Rajiv Gandhi Salai, Semmenchery Village, Chennai, Tamil Nadu 600119, Kamaraj Nagar, Sholinganallur, Tamil Nadu 600119 u200e"
"Malla Reddy Engineering College And Management Sciences Contact Number, Address & Location Map, Hyderabad",08418 200577,principal@mrem.ac.in,http://mrem.ac.in/,"Malla Reddy Engineering College And Management Sciences,Medhcal, Near Mid Citi Hospital,Hyderabad, Telangana 502401"
"Institute of Home Economics Contact Number, Address & Location Map, New Delhi","011-26532402, 011-46018108",principal.ihe@gmail.com,http://www.ihe-du.com/,F-4Hauz Khas Enclave Near Hauz Khas Metro Station New DelhiDelhi 110016
"Alpha College of Engineering and Technology (ACTE), Puducherry Contact Number, Address & Location Map, Puducherry",0413-2611 556,principal@aceatech.com,http://www.aceatech.com/index.html,"Pondicherry,Alpha College of Engineering and Technology ,Kanniakoil to Bahour Main Road,Bahour, Puducherry - 607402."
"St Joseph Industrial Training Institute Contact Number, Address & Location Map, Mangalore",0824 2437163,principal@stjosephiti.com,http://stjosephiti.com/Contact%20Us.html,"Fr Mullar Road, Jeppu, Mangalore,karanatka,India"
"Sardar Patel Institute Of Technology & Management Contact Number, Address & Location Map, Khargone",91 7283  233710,info@spitm.com,http://spitm.com/,Choli Road Mandleshwar on the Indore state highway Tehsil Maheshwar Dist. Khargone (M.P.) INDIA 451225
"MGITER Navsari Contact Number, Address & Location Map, Navsari",+91-02637-228272,giter@sify.com,http://www.npvgiter.org/mgiter.html,NPE CampusBhanunagarEru-Aat RoadTa. JalalporeDi. Navsari. Pin: 396 450GujaratIndia
"Mandar Education Societys Rajaram Shinde College of Engineering Chiplun Contact Number, Address & Location Map, Chiplun",02355/230008,mandar_rscoe@rediffmail.com,http://www.mandaredusoc.org/collOfEngg.htm,"Pedhambe, Alore, Chiplun, Ratnagiri. Pin:-415603"
"MIET Gondia Contact Number, Address & Location Map, Gondia",+91-07182-252168,principal_miet@rediffmail.com,http://www.mietgondia.in/,"Manoharbhai Patel Institute of Engineering and Technology, Kudwa Village, Gondia 441 614"
"Mangalore Institute of Fire and Safety Engineering Contact Number, Address & Location Map, Mangalore",+91-824-2433933,info@mifse.com,http://www.mifse.com,"Mangalore Institute of Fire & Safety Engineering,2nd & 3rd Floor, CEE PEE Complex, N.H 48, Pumpwell, Mangalore – 575002"
"Mangayarkarasi College of Engineering Madurai Contact Number, Address & Location Map, Madurai",0452-2668635,mangai.enggcoll@gmail.com,http://www.mce-madurai.org/,"7-1-139, I street, Mangayarkarasi Nagar, Paravai,Madurai - 625 402."
"MIDAS Chennai Contact Number, Address & Location Map, Chennai","+91-8754412325, +91-8754489805",info@midas.ac.in,http://www.midas.ac.in,"MIDAS MARG Swarnabhoomi, Velur Village, Cheyyur Post, Kanchipuram District, Tamil Nadu - 603 302, India."
"Marine Engineering and Research Institute Contact Number, Address & Location Map, Mumbai",22-27703876,rajeeva@imu.co.in,http://www.imumumbai.com,"Karave, Nerul,Navi Mumbai- 400706."
"MBS SCHOOL OF PLANNING AND ARCHITECTURE Contact Number, Address & Location Map, Delhi","011- 25071504 ,28089615",mbsarchitecture@gmail.com,http://www.mbsarchitecture.org.in/,MBS School of Planning and Architecture Sector 09PSP AreaDwarka SubcityN.Delhi – 110075
"MenteyPadmanabham College of Engineering And Technology Bhimavaram Contact Number, Address & Location Map, Bhimavaram",http://mpcet.com,"Dirusumarru Road, KGRL Campus, Bhimavaram, Andhra Pradesh  India"
"MIT Meerut Contact Number, Address & Location Map, Meerut",+91 121 2441600,miet@gmail.com,http://www.mitmeerut.ac.in,"Meerut Institute of Technology,NH-58, Bye-Pass Road, Baral Partapur, Meerut – 250 103"
"Mekapati Rajamohan Reddy Institute of Technology & Science Contact Number, Address & Location Map, Nellore",principalmerits@gmail.com,http://www.meritstech.in
